code,region,authority,fye,maintenance_pct,year,local_authority_name,link_length_km,road_length_miles,cars_and_taxis,total_traffic,traffic_intensity,year_n,intensity_n,intensity_group,region_East of England,region_London,region_North East,region_North West,region_South East,region_South West,region_West Midlands,region_Yorkshire and the Humber
E06000054,South West,Wiltshire,FYE 2012,5.0,2012,Wiltshire,4748,2950,2769800000.0,3473700000.0,1177525.4237288137,0.9935802469135803,0.3370819989273081,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000047,North East,County Durham,FYE 2013,6.0,2013,Durham,3684,2289,1871500000.0,2404300000.0,1050371.3411970292,0.9940740740740741,0.3006824856362449,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000005,North East,Darlington,FYE 2013,5.0,2013,Darlington,549,341,380700000.0,480600000.0,1409384.164222874,0.9940740740740741,0.40345458514885635,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000037,North East,Gateshead,FYE 2013,2.0,2013,Gateshead,906,563,827500000.0,1022800000.0,1816696.269982238,0.9940740740740741,0.5200529838160238,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000001,North East,Hartlepool,FYE 2013,2.0,2013,Hartlepool,403,250,289700000.0,361200000.0,1444800.0,0.9940740740740741,0.41359282970550576,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000002,North East,Middlesbrough,FYE 2013,2.0,2013,Middlesbrough,513,319,552400000.0,666300000.0,2088714.7335423199,0.9940740740740741,0.5979218141565266,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000021,North East,Newcastle upon Tyne,FYE 2013,5.0,2013,Newcastle upon Tyne,970,603,855000000.0,1026200000.0,1701824.2122719735,0.9940740740740741,0.4871693601985803,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000022,North East,North Tyneside,FYE 2013,4.0,2013,North Tyneside,794,493,635600000.0,756600000.0,1534685.598377282,0.9940740740740741,0.43932375369680743,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000057,North East,Northumberland,FYE 2013,3.0,2013,Northumberland,5172,3214,1319400000.0,1683000000.0,523646.5463596764,0.9940740740740741,0.14990064844574602,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000003,North East,Redcar and Cleveland,FYE 2013,2.0,2013,Redcar and Cleveland,675,419,427000000.0,518400000.0,1237231.5035799523,0.9940740740740741,0.3541736424186254,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000023,North East,South Tyneside,FYE 2013,5.0,2013,South Tyneside,558,347,377000000.0,458700000.0,1321902.0172910662,0.9940740740740741,0.37841168045738405,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000004,North East,Stockton-on-Tees,FYE 2013,2.0,2013,Stockton-on-Tees,860,534,654600000.0,806000000.0,1509363.2958801498,0.9940740740740741,0.4320749145879704,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000024,North East,Sunderland,FYE 2013,2.0,2013,Sunderland,1141,709,808800000.0,990900000.0,1397602.256699577,0.9940740740740741,0.4000818605697527,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000008,North West,Blackburn with Darwen,FYE 2013,4.0,2013,Blackburn with Darwen,549,341,352800000.0,432000000.0,1266862.1700879766,0.9940740740740741,0.3626558068753765,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000001,North West,Bolton,FYE 2013,4.0,2013,Bolton,992,616,997400000.0,1228900000.0,1994967.5324675324,0.9940740740740741,0.5710854560657926,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000002,North West,Bury,FYE 2013,3.0,2013,Bury,687,427,787700000.0,994100000.0,2328103.044496487,0.9940740740740741,0.6664498380532288,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E06000049,North West,Cheshire East,FYE 2013,6.0,2013,East Cheshire,2855,1774,2161700000.0,2741200000.0,1545208.568207441,0.9940740740740741,0.4423360909538403,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E06000050,North West,Cheshire West and Chester,FYE 2013,2.0,2013,West Cheshire,2398,1490,1889100000.0,2351900000.0,1578456.375838926,0.9940740740740741,0.45185370919844875,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E10000006,North West,Cumbria,FYE 2013,6.0,2013,Cumbria,8116,5043,2563000000.0,3398100000.0,673825.1041046996,0.9940740740740741,0.19289121783864183,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E06000006,North West,Halton,FYE 2013,1.0,2013,Halton,579,360,493500000.0,613100000.0,1703055.5555555555,0.9940740740740741,0.48752184826128486,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E10000017,North West,Lancashire,FYE 2013,3.0,2013,Lancashire,6945,4315,5380300000.0,6710900000.0,1555249.1309385863,0.9940740740740741,0.44521033289169337,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000012,North West,Liverpool,FYE 2013,9.0,2013,Liverpool,1433,890,1053600000.0,1290800000.0,1450337.0786516855,0.9940740740740741,0.4151778906328677,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000003,North West,Manchester,FYE 2013,7.0,2013,Manchester,1372,853,1325200000.0,1596700000.0,1871864.0093786635,0.9940740740740741,0.5358454682051598,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000004,North West,Oldham,FYE 2013,9.0,2013,Oldham,825,513,525500000.0,650700000.0,1268421.0526315789,0.9940740740740741,0.3631020573199965,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000005,North West,Rochdale,FYE 2013,10.0,2013,Rochdale,790,491,793800000.0,1037900000.0,2113849.287169043,0.9940740740740741,0.6051169077043264,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000006,North West,Salford,FYE 2013,7.0,2013,Salford,799,496,1135800000.0,1439400000.0,2902016.129032258,0.9940740740740741,0.8307399381627005,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000014,North West,Sefton,FYE 2013,4.0,2013,Sefton,991,616,570200000.0,699100000.0,1134902.5974025973,0.9940740740740741,0.32488065939913385,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000013,North West,St. Helens,FYE 2013,4.0,2013,St. Helens,735,457,620800000.0,793700000.0,1736761.4879649892,0.9940740740740741,0.49717061069420304,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000007,North West,Stockport,FYE 2013,4.0,2013,Stockport,994,618,929300000.0,1126300000.0,1822491.9093851133,0.9940740740740741,0.5217120611281695,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000008,North West,Tameside,FYE 2013,6.0,2013,Tameside,769,478,568600000.0,707900000.0,1480962.3430962344,0.9940740740740741,0.42394477171128714,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000009,North West,Trafford,FYE 2013,6.0,2013,Trafford,804,500,761400000.0,923600000.0,1847200.0,0.9940740740740741,0.5287850740808487,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E06000007,North West,Warrington,FYE 2013,4.0,2013,Warrington,989,615,1193800000.0,1532900000.0,2492520.325203252,0.9940740740740741,0.7135164274635246,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000015,North West,Wirral,FYE 2013,1.0,2013,Wirral,1210,752,832700000.0,1014300000.0,1348803.1914893617,0.9940740740740741,0.38611249216770643,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000016,Yorkshire and the Humber,Barnsley,FYE 2013,4.0,2013,Barnsley,1215,755,913300000.0,1177400000.0,1559470.1986754967,0.9940740740740741,0.44641866854347034,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E08000032,Yorkshire and the Humber,Bradford,FYE 2013,3.0,2013,Bradford,1943,1207,1210100000.0,1490000000.0,1234465.6172328086,0.9940740740740741,0.35338187140467264,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E08000033,Yorkshire and the Humber,Calderdale,FYE 2013,5.0,2013,Calderdale,1179,733,697300000.0,905000000.0,1234652.1145975443,0.9940740740740741,0.35343525870590026,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E08000017,Yorkshire and the Humber,Doncaster,FYE 2013,3.0,2013,Doncaster,1664,1034,1397600000.0,1893400000.0,1831141.1992263056,0.9940740740740741,0.5241880330691729,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E06000011,Yorkshire and the Humber,East Riding of Yorkshire,FYE 2013,1.0,2013,East Riding of Yorkshire,3445,2141,1583100000.0,2066500000.0,965203.1760859411,0.9940740740740741,0.2763019883984814,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E06000010,Yorkshire and the Humber,"Kingston upon Hull, City of",FYE 2013,3.0,2013,"Kingston upon Hull, City of",747,464,565700000.0,713500000.0,1537715.5172413792,0.9940740740740741,0.44019110745980583,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E08000034,Yorkshire and the Humber,Kirklees,FYE 2013,5.0,2013,Kirklees,1919,1192,1237000000.0,1603900000.0,1345553.6912751677,0.9940740740740741,0.38518228038149577,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E08000035,Yorkshire and the Humber,Leeds,FYE 2013,3.0,2013,Leeds,3020,1877,2976400000.0,3762700000.0,2004635.0559403303,0.9940740740740741,0.5738529106542193,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E06000012,Yorkshire and the Humber,North East Lincolnshire,FYE 2013,2.0,2013,North East Lincolnshire,642,399,459300000.0,579600000.0,1452631.5789473683,0.9940740740740741,0.4158347212461371,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E06000013,Yorkshire and the Humber,North Lincolnshire,FYE 2013,3.0,2013,North Lincolnshire,1419,882,731800000.0,1031100000.0,1169047.619047619,0.9940740740740741,0.33465511684827576,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E06000065,Yorkshire and the Humber,North Yorkshire,FYE 2013,4.0,2013,North Yorkshire,9315,5788,3731000000.0,4939500000.0,853403.5936420179,0.9940740740740741,0.2442979008688052,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E08000018,Yorkshire and the Humber,Rotherham,FYE 2013,3.0,2013,Rotherham,1211,752,1100400000.0,1446200000.0,1923138.2978723405,0.9940740740740741,0.5505234015310432,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E08000036,Yorkshire and the Humber,Wakefield,FYE 2013,2.0,2013,Wakefield,1548,962,1313100000.0,1716500000.0,1784303.5343035343,0.9940740740740741,0.5107801410618312,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E06000014,Yorkshire and the Humber,York,FYE 2013,2.0,2013,York,800,497,602500000.0,744900000.0,1498792.7565392354,0.9940740740740741,0.42904895993852266,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E06000015,East Midlands,Derby,FYE 2013,10.0,2013,Derby,761,473,875000000.0,1044000000.0,2207188.160676533,0.9940740740740741,0.6318363767072935,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000007,East Midlands,Derbyshire,FYE 2013,3.0,2013,Derbyshire,5635,3501,3793800000.0,4857400000.0,1387432.1622393602,0.9940740740740741,0.39717053848629935,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000016,East Midlands,Leicester,FYE 2013,8.0,2013,Leicester,821,510,732300000.0,885600000.0,1736470.5882352942,0.9940740740740741,0.4970873368553568,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000018,East Midlands,Leicestershire,FYE 2013,2.0,2013,Leicestershire,4555,2830,3572900000.0,4663700000.0,1647950.5300353358,0.9940740740740741,0.47174731653654667,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000019,East Midlands,Lincolnshire,FYE 2013,3.0,2013,Lincolnshire,8916,5540,2817700000.0,3732200000.0,673682.3104693141,0.9940740740740741,0.19285034129952014,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000021,East Midlands,Northamptonshire,FYE 2013,3.0,2013,Northamptonshire,4542,2822,4015900000.0,5233000000.0,1854358.6109142452,0.9940740740740741,0.5308343197513798,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000018,East Midlands,Nottingham,FYE 2013,14.0,2013,Nottingham,798,496,769300000.0,951400000.0,1918145.1612903227,0.9940740740740741,0.5490940511101802,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000024,East Midlands,Nottinghamshire,FYE 2013,3.0,2013,Nottinghamshire,4846,3011,3457100000.0,4448300000.0,1477349.7177017601,0.9940740740740741,0.42291061060970453,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E08000025,West Midlands,Birmingham,FYE 2013,7.0,2013,Birmingham,2538,1577,2840000000.0,3475300000.0,2203741.280913126,0.9940740740740741,0.6308496624527241,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000026,West Midlands,Coventry,FYE 2013,3.0,2013,Coventry,878,546,912100000.0,1098500000.0,2011904.761904762,0.9940740740740741,0.5759339587307394,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000027,West Midlands,Dudley,FYE 2013,7.0,2013,Dudley,1023,636,816800000.0,1018400000.0,1601257.8616352202,0.9940740740740741,0.4583809316735174,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000019,West Midlands,"Herefordshire, County of",FYE 2013,7.0,2013,"Herefordshire, County of",3345,2078,849600000.0,1123500000.0,540664.1000962463,0.9940740740740741,0.1547721449882249,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000028,West Midlands,Sandwell,FYE 2013,7.0,2013,Sandwell,894,556,929500000.0,1205300000.0,2167805.7553956835,0.9940740740740741,0.6205626499349267,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000051,West Midlands,Shropshire,FYE 2013,5.0,2013,Shropshire,5203,3233,1462400000.0,1902300000.0,588400.8660686669,0.9940740740740741,0.16843741638878063,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000029,West Midlands,Solihull,FYE 2013,5.0,2013,Solihull,868,539,1130900000.0,1395400000.0,2588868.27458256,0.9940740740740741,0.7410972836513091,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E10000028,West Midlands,Staffordshire,FYE 2013,3.0,2013,Staffordshire,6312,3922,4356500000.0,5641000000.0,1438296.787353391,0.9940740740740741,0.41173120033072197,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000020,West Midlands,Telford and Wrekin,FYE 2013,1.0,2013,Telford and Wrekin,1037,644,655000000.0,818100000.0,1270341.6149068323,0.9940740740740741,0.36365184330148026,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000030,West Midlands,Walsall,FYE 2013,7.0,2013,Walsall,868,539,694800000.0,907600000.0,1683858.9981447125,0.9940740740740741,0.48202658351865285,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E10000031,West Midlands,Warwickshire,FYE 2013,3.0,2013,Warwickshire,4131,2567,4405300000.0,5622400000.0,2190261.0050642774,0.9940740740740741,0.6269907578060352,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000031,West Midlands,Wolverhampton,FYE 2013,4.0,2013,Wolverhampton,769,478,559200000.0,692900000.0,1449581.589958159,0.9940740740740741,0.4149616221482566,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E10000034,West Midlands,Worcestershire,FYE 2013,4.0,2013,Worcestershire,4191,2604,3208000000.0,4078400000.0,1566205.837173579,0.9940740740740741,0.4483468328473845,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000055,East of England,Bedford,FYE 2013,2.0,2013,Bedford,909,565,585300000.0,733200000.0,1297699.1150442478,0.9940740740740741,0.3714832842590539,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000003,East of England,Cambridgeshire,FYE 2013,3.0,2013,Cambridgeshire,4729,2938,3424800000.0,4473900000.0,1522770.5922396188,0.9940740740740741,0.43591292790470154,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000056,East of England,Central Bedfordshire,FYE 2013,2.0,2013,Central Bedfordshire,1484,922,1441600000.0,1877500000.0,2036334.0563991324,0.9940740740740741,0.5829271626604431,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000012,East of England,Essex,FYE 2013,5.0,2013,Essex,8214,5104,6726100000.0,8593700000.0,1683718.6520376175,0.9940740740740741,0.4819864076164023,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000015,East of England,Hertfordshire,FYE 2013,6.0,2013,Hertfordshire,4940,3070,5583900000.0,6977200000.0,2272703.5830618893,0.9940740740740741,0.6505910202106926,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000032,East of England,Luton,FYE 2013,6.0,2013,Luton,457,284,387700000.0,471600000.0,1660563.38028169,0.9940740740740741,0.4753579092995875,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000020,East of England,Norfolk,FYE 2013,2.0,2013,Norfolk,10076,6261,3792600000.0,4834800000.0,772208.9123143267,0.9940740740740741,0.2210548651494277,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000031,East of England,Peterborough,FYE 2013,1.0,2013,Peterborough,949,590,850000000.0,1061800000.0,1799661.0169491526,0.9940740740740741,0.5151764206192471,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000033,East of England,Southend-on-Sea,FYE 2013,3.0,2013,Southend-on-Sea,452,281,329600000.0,396900000.0,1412455.5160142349,0.9940740740740741,0.4043337996272686,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000029,East of England,Suffolk,FYE 2013,4.0,2013,Suffolk,6981,4338,2782500000.0,3648500000.0,841055.7860765329,0.9940740740740741,0.24076318002739602,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000034,East of England,Thurrock,FYE 2013,3.0,2013,Thurrock,574,357,749200000.0,991100000.0,2776190.476190476,0.9940740740740741,0.7947207051834818,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000002,London,Barking and Dagenham,FYE 2013,6.0,2013,Barking and Dagenham,335,208,309100000.0,392900000.0,1888942.3076923077,0.9940740740740741,0.5407343536744945,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000003,London,Barnet,FYE 2013,9.0,2013,Barnet,766,476,877900000.0,1090300000.0,2290546.218487395,0.9940740740740741,0.6556987071397061,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000004,London,Bexley,FYE 2013,4.0,2013,Bexley,545,339,480000000.0,600700000.0,1771976.401179941,0.9940740740740741,0.5072513385488582,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000005,London,Brent,FYE 2013,13.0,2013,Brent,487,303,481000000.0,591300000.0,1951485.1485148515,0.9940740740740741,0.5586380569646502,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000006,London,Bromley,FYE 2013,3.0,2013,Bromley,903,561,705000000.0,860800000.0,1534402.852049911,0.9940740740740741,0.43924281387563757,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000007,London,Camden,FYE 2013,18.0,2013,Camden,285,177,232900000.0,309000000.0,1745762.7118644067,0.9940740740740741,0.49974732834603924,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000001,London,City of London,FYE 2013,32.0,2013,City of London,57,35,68800000.0,98600000.0,2817142.8571428573,0.9940740740740741,0.8064438579529123,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000008,London,Croydon,FYE 2013,9.0,2013,Croydon,779,484,664700000.0,817000000.0,1688016.5289256198,0.9940740740740741,0.4832167308887132,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000009,London,Ealing,FYE 2013,9.0,2013,Ealing,589,366,672600000.0,843400000.0,2304371.5846994533,0.9940740740740741,0.6596563984003374,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000010,London,Enfield,FYE 2013,9.0,2013,Enfield,644,400,769200000.0,999700000.0,2499250.0,0.9940740740740741,0.7154428845802085,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000011,London,Greenwich,FYE 2013,8.0,2013,Greenwich,506,314,566000000.0,721000000.0,2296178.3439490446,0.9940740740740741,0.6573109764551408,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000012,London,Hackney,FYE 2013,16.0,2013,Hackney,276,171,213600000.0,287100000.0,1678947.3684210526,0.9940740740740741,0.48062056549825266,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000013,London,Hammersmith and Fulham,FYE 2013,11.0,2013,Hammersmith and Fulham,224,139,240900000.0,321500000.0,2312949.64028777,0.9940740740740741,0.6621119786080776,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000014,London,Haringey,FYE 2013,17.0,2013,Haringey,357,222,258000000.0,331900000.0,1495045.045045045,0.9940740740740741,0.427976128680354,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000015,London,Harrow,FYE 2013,10.0,2013,Harrow,477,296,338200000.0,402100000.0,1358445.945945946,0.9940740740740741,0.3888728563024338,Low,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000016,London,Havering,FYE 2013,6.0,2013,Havering,654,406,789900000.0,1020400000.0,2513300.4926108373,0.9940740740740741,0.7194650212065046,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000017,London,Hillingdon,FYE 2013,6.0,2013,Hillingdon,744,462,1221300000.0,1475700000.0,3194155.8441558443,0.9940740740740741,0.9143687389983348,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000018,London,Hounslow,FYE 2013,9.0,2013,Hounslow,505,314,844700000.0,1025500000.0,3265923.566878981,0.9940740740740741,0.9349131849580401,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000019,London,Islington,FYE 2013,16.0,2013,Islington,243,151,176900000.0,245300000.0,1624503.311258278,0.9940740740740741,0.4650352445800631,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000020,London,Kensington and Chelsea,FYE 2013,12.0,2013,Kensington and Chelsea,208,129,225200000.0,303100000.0,2349612.403100775,0.9940740740740741,0.6726071722796255,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000021,London,Kingston upon Thames,FYE 2013,9.0,2013,Kingston upon Thames,344,214,505800000.0,611300000.0,2856542.0560747664,0.9940740740740741,0.8177223921267623,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000022,London,Lambeth,FYE 2013,9.0,2013,Lambeth,378,235,337900000.0,456000000.0,1940425.5319148935,0.9940740740740741,0.5554720975757835,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000023,London,Lewisham,FYE 2013,15.0,2013,Lewisham,448,278,362000000.0,462300000.0,1662949.6402877697,0.9940740740740741,0.4760410073258386,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000024,London,Merton,FYE 2013,8.0,2013,Merton,378,235,328600000.0,406500000.0,1729787.2340425532,0.9940740740740741,0.4951741396152544,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000025,London,Newham,FYE 2013,16.0,2013,Newham,417,259,405500000.0,516600000.0,1994594.5945945946,0.9940740740740741,0.5709786977392611,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000026,London,Redbridge,FYE 2013,7.0,2013,Redbridge,537,334,580100000.0,719100000.0,2152994.011976048,0.9940740740740741,0.6163225953434269,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000027,London,Richmond upon Thames,FYE 2013,7.0,2013,Richmond upon Thames,415,258,440500000.0,530100000.0,2054651.1627906978,0.9940740740740741,0.5881706730871487,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000028,London,Southwark,FYE 2013,17.0,2013,Southwark,396,246,324800000.0,440600000.0,1791056.9105691058,0.9940740740740741,0.5127133830328608,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000029,London,Sutton,FYE 2013,10.0,2013,Sutton,432,268,357900000.0,435000000.0,1623134.328358209,0.9940740740740741,0.4646433553833175,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000030,London,Tower Hamlets,FYE 2013,23.0,2013,Tower Hamlets,300,186,405700000.0,539400000.0,2900000.0,0.9940740740740741,0.8301627949515273,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000031,London,Waltham Forest,FYE 2013,10.0,2013,Waltham Forest,428,266,370400000.0,465800000.0,1751127.819548872,0.9940740740740741,0.5012831603427812,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000032,London,Wandsworth,FYE 2013,9.0,2013,Wandsworth,431,268,370700000.0,475900000.0,1775746.2686567164,0.9940740740740741,0.508330512245795,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000033,London,Westminster,FYE 2013,19.0,2013,Westminster,342,213,369700000.0,518500000.0,2434272.3004694837,0.9940740740740741,0.6968421712520106,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000036,South East,Bracknell Forest,FYE 2013,9.0,2013,Bracknell Forest,462,287,352200000.0,418200000.0,1457142.857142857,0.9940740740740741,0.41712613342392013,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000043,South East,Brighton and Hove,FYE 2013,6.0,2013,Brighton and Hove,623,387,627000000.0,774800000.0,2002067.1834625322,0.9940740740740741,0.5731178236910304,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000060,South East,Buckinghamshire,FYE 2013,6.0,2013,Buckinghamshire,3267,2030,3038700000.0,3722200000.0,1833596.0591133004,0.9940740740740741,0.5248907687053805,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000011,South East,East Sussex,FYE 2013,8.0,2013,East Sussex,3414,2121,1982700000.0,2486700000.0,1172418.6704384724,0.9940740740740741,0.3356201242429503,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000014,South East,Hampshire,FYE 2013,6.0,2013,Hampshire,8903,5532,7152700000.0,8907600000.0,1610195.2277657266,0.9940740740740741,0.46093936920676093,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000046,South East,Isle of Wight,FYE 2013,16.0,2013,Isle of Wight,884,549,309600000.0,386300000.0,703642.9872495446,0.9940740740740741,0.20142697549762892,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000016,South East,Kent,FYE 2013,6.0,2013,Kent,9115,5664,6739700000.0,8680500000.0,1532574.152542373,0.9940740740740741,0.4387193248086361,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
